Q,A,label,,,
내가 어떻게 하겠어. 그 자리를 벗어나는 것이 상책이야.,자리를 피하는 것이 방법이라고 생각하시는군요.,2,,,
사람들이 내 유튜브를 본다는 게 신기하고 기뻐. 앞으로도 더 멋지고 깔끔하게 제작하고 싶어.,점점 더 멋지고 깔끔하게 제작하고 싶어 하시는군요.,2,,,
폐지라도 모아서 음식값을 내야 마음이 편할 것 같아.,그 방법이 사용자님의 마음을 편하게 해주길 바라요.,2,,,
선생님에게 가서 다시 한번 자초지종을 설명해볼래.,선생님과 대화가 잘 되어 일이 원만하게 풀렸으면 좋겠어요.,2,,,
오늘 퇴근하고 오시면 어깨 주물러 드려야겠다.,잘 생각하셨어요. 아빠도 좋아하실 거예요.,2,,,
아빠와 진지하게 얘기를 해보는 게 좋겠어.,아빠와 진지한 대화를 통해 요구하는 것을 얻으셨으면 좋겠어요.,2,,,
퇴근 무렵에 벌어진 일이라 다들 아직 몰라. 어떻게든 잘 넘어갔으면 좋겠어.,내가 한 실수가 잘 넘어갔으면 하고 바라고 계시는군요.,2,,,
기회를 봐서 한 번은 무엇 때문에 그리 흉을 보는지 물어 보고 싶어. ,일일구에 도움을 요청하고 심폐소생술을 해서 부디 상황을 극복하시길 바라요.,2,,,
이제 어떻게 해야 할지 모르겠어. 밖에 나가는 것조차 두려워.,이 문제를 알릴만한 사람이 있을까요?,2,,,
저녁에 가족들이랑 같이 생일 파티를 하기로 했는데 엄마한테 맛있는 것 잔뜩 해달라고할 거야.,저녁 생일 파티에 맛있는 걸 잔뜩 먹을 계획이로군요. 부디 맛있는 걸 먹으면서 충격이 해소됐으면 좋겠어요.,2,,,
상대를 적당히 배려하고 존중하려는 마음을 잊지 않는 게 중요한 것 같아.,상대방을 적당히 배려하고 존중하려는 마음을 잊지 않는 게 중요하군요,2,,,
제 이의 직업을 찾아봐야지.,좋아요! 꼭 제 이의 직업을 찾으시길 바라요.,2,,,
사실대로 얘기하면 화내겠지. 그래도 말 안했다 들키는 것 보다는 말하는 게 낫겠다.,사실대로 얘기하는 것으로 상황이 좋아지길 바라요.,2,,,
저녁에도 한 시간씩 산책을 해야겠어.,운동을 통해 살도 빠지고 건강을 얻길 바라요.,2,,,
하나하나 세세한 것 까지 신경써서 노력하면 될 것 같아.,세세한 것까지 신경쓰려면 어떻게 준비하는게 좋을까요?,2,,,
나랑은 안 맞는 곳이었다고 생각하고 새로운 곳을 찾으려고.,새로운 직장을 알아 보려고 하시는군요.,2,,,
칭찬은 물론이고 옆에서 격려하는 말도 해 줘야겠어.,따뜻한 말씀으로 인해 딸이 큰 힘을 얻을 수 있을 것 같아요.,2,,,
가서 다시 한번 확인해 봐야겠어.,꼼꼼하게 확인하길 원하시는군요.,2,,,
학업스트레스를 친구들과 같이 푸는 기분도 느끼고 재밌어.,앞으로도 친구들과 지금처럼 잘 지내시길 바라요.,2,,,
오늘 아빠에게 천천히 찾아보겠다고 이야기해야겠어.,아빠와의 대화로 불안함이 나아지길 바라요.,2,,,
남자친구에게 이런 내 생각을 말하는 게 좋겠어.,남자친구와 대화가 잘 되었으면 좋겠어요.,2,,,
이제는 내가 가지지 못한 걸 생각하며 스스로를 불행하다고 여기지는 않을 거야.,그러한 마음가짐을 갖게 된 이유가 있나요?,2,,,
여기서 남은 인생을 행복하게 보내야겠어.,행복한 노년 생활이 되길 바랄게요.,2,,,
어머니와 꾸준히 가벼운 운동을 하면 좋을 것 같아.,꾸준하고 가벼운 운동으로 어머니의 건강을 챙겨 나가려 하시는군요.,2,,,
아무래도 도가 지나친 거 같아. 경찰에 신고해야겠어.,경찰에 신고를 해서 문제를 해결하실 생각이시군요.,2,,,
나부터 비교되는 말을 들으면 기분이 안 좋은데 고의로 그런 말을 해서.,일부러 하신 말씀인데도 마음이 편치 않으시군요.,2,,,
그래. 친구한테 마지막으로 기회를 줘봐야겠어.,친구와 대화가 잘 풀리기를 바라요.,2,,,
난청에 좋다는 치료를 더 꾸준히 받아봐야겠어.,좋은 치료로 건강이 나아지시길 바랄게요.,2,,,
빨리 독립을 해서 나가고 싶어. 차라리 내가 돈을 많이 벌어서 부모님을 돕고 싶어.,빨리 독립할 수 있는 여건이 되면 좋겠어요.,2,,,
맞아. 혼자 너무 고민할 것이 아니라 의사든 누구든 상담 좀 받아야겠어.,상담하시기로 마음먹으셨군요.,2,,,
모르겠어. 아끼라고 매번 말하는데도 안 듣네.,이 문제를 해결할 좋은 방법을 찾으시면 좋겠어요.,2,,,
은행원인 친구에게 물어보는 것도 나쁘지 않을 것 같아.,친구에게 조언을 구한다니 정말 좋은 생각이에요.,2,,,
내가 걔보다 못하단 게 도저히 받아들여지지가 않아. 상담을 한 번 받아볼까?,학원을 다니면서 미술 실력을 키워 보려고 하시는군요.,2,,,
내가 상사에게 대들 수는 없으니 최대한 내 할 일만 하고 눈치를 줘야겠어.,조금 더 지켜보려고 하시는군요.,2,,,
직원을 위한 복지가 엉망이거든. 개선의 여지도 보이지 않아서 계속 이곳을 다녀야 하는지 의심이 들어. ,회사의 문제점에 대해 의심이 드시는군요.,2,,,
다른 사람 몰래 내가 아끼는 간식을 줬어.,동료의 기분이 어떻게 달라지기를 바라시나요?,2,,,
딸에게 얘기를 해야겠어.,따님과 대화해서 문제를 해결하려 하시는군요.,2,,,
이혼한 후 고생하고 있는 나의 친구들 이야기를 해 줄 생각이야.,이혼 후 고생하고 있는 엄마들의 이야기가 딸이 이혼결정을 하는데 도움이 되었으면 좋겠어요.,2,,,
그런 적은 없어. 언니한테 좋은 책을 추천해 줘서 많이 읽으라고 해야겠어.,언니가 진심으로 책을 많이 읽어 사용자님을 당황하게 만들지 않으면 좋겠어요.,2,,,
맞아. 이제 직장생활 열심히 하기 위한 계획을 짜볼 거야.,직장생활을 훌륭히 해내기 위해 계획을 짜려고 하시는군요.,2,,,
한 달 정도 더 고민을 해 보려고. 지금 너무 마음이 지쳤어.,마음이 지쳐 한 달 정도 더 고민해 볼 생각이시군요.,2,,,
아내와 솔직하게 이야기하고 서로 간소하게 챙기기로 해야겠어.,여자 친구와 친구들과의 대화로 기분이 풀리셨으면 좋겠어요.,2,,,
계속 참다간 화병으로 죽겠어. 왜 그러냐고 화를 낼 거야.,화를 내서 가족이 사용자님의 마음을 알아줬으면 좋겠네요.,2,,,
아들한테 뭐가 문젠가 한번 물어봐야겠어.,아드님과 대화가 잘되어서 상처받은 감정이 사라지길 바라요.,2,,,
끝까지 포기하지 않고 전략적으로 움직여서 꼭 계약을 따낼 거야.,회사에 끝까지 남길 바라요.,2,,,
역시 통장에 넣어 두는 게 좋겠어. 그게 나중에 쓰기도 더 편할 것 같아.,어떤 이유로 돈을 통장에 넣어두려고 하시나요?,2,,,
지금이라도 아르바이트를 해서 조금씩 저축해야겠어.,꾸준한 저축으로 노후에 도움이 되었으면 좋겠네요.,2,,,
부담이 되는 건 사실이겠지만 너무 대놓고 돈 걱정을 해서 속상하다고 말할래.,자녀분께서 사용자님의 속상한 마음을 꼭 알아주셨으면 좋겠어요.,2,,,
기왕 해외여행 간 김에 기념품이라도 잔뜩 사다줄 생각이야.,자식들이 기념품을 받고 많이 좋아해 줬으면 좋겠네요.,2,,,
엄마 아빠한테 내 의견을 말해보아야겠어. 대화가 필요한 것 같아.,부모님의 태도가 어떻게 바뀌면 좋을까요?,2,,,
선생님한테 여자애들 있을 때 갈아입는 게 너무 싫다고 말해야겠어.,선생님에게 말하면 해결될 거라고 생각하시는군요. 선생님과의 대화로 상황이 나아지길 바라요.,2,,,
요즘 일이 너무 많더라고.,피곤을 느껴서 초조하신가 봐요.,2,,,
아내에게 관심이 부족했나 봐. 나는 부족한 남편이야.,더 관심을 가져주시는 만큼 아내 분의 건강이 회복되면 좋겠네요.,2,,,
정말 내가 잘할 수 있는 일을 찾을 수 있을까?,적성에 맞는 직업이 있을지 걱정되시는군요. 길게 고민한 만큼 신중하게 선택하시리라 믿어요. ,2,,,
자꾸 내가 부족하다고 생각하게 돼.,시간이 지나면 본인의 진가를 알아차릴 새로운 인연이 있을 거라 믿어요.,2,,,
공부 열심히 하고 들어왔으니까 잔소리하지 말아 달라고 솔직하게 말해봐야겠다.,어머니가 들어주셨으면 좋겠네요.,2,,,
지금은 일이 다 잘풀려서 안정적인 삶을 살고있어. 정말 운이 좋은 것 같아.,과거와 다르게 편안한 삶을 살고 있어서 다행인 것 같아요.,2,,,
앞으로 나의 다짐을 얘기하고 퇴학당하지 않게 학교생활을 착실히 해야겠어.,착실한 학교생활로 퇴학을 면하고 싶으시군요.,2,,,
사람들과 잘 지내려고 항상 노력할 거야.,사람들과 좋은 관계를 유지하면 좋겠네요.,2,,,
그렇지? 점수 하나하나에 너무 신경을 많이 썼던 것 같아.,열심히 해서 좋은 결과 있길 바라요.,2,,,
맞아. 요즘은 걱정거리가 없어.,치료하는 게 부담이 덜해져서 마음이 편안해지신 것 같네요.,2,,,
친한 초등학교 동창 몇 명이 있어. 다음 주에 마침 만나기로 해서 은사님 얘기를 할 거야. 마침 같은 반이었어서 걔들도 기뻐할 거야. 추억을 공유한다는 게 너무 좋아.,초등학교 동창들과 만나 이야기를 나눌 생각이시군요. 추억을 공유할 생각에 기쁘시겠어요.,2,,,
마음이 진정되지 않지만 차분히 마음을 가라앉혀 봐야겠어.,마음을 차분히 가라앉혀 보려고 하시는군요.,2,,,
친구들과 술 한잔하면서 털어내야겠어.,친구들과 술 한잔하면서 털어내는 것의 가장 좋은 점은 무엇인가요?,2,,,
지금이라도 검정고시를 봐서 당당해지고 싶어.,검정고시에 합격해서 당당해지시면 좋겠어요.,2,,,
얼른 병원에 가봐서 확실히 알아봐야겠어.,병원에 가서 속 안 좋은 게 나아졌으면 좋겠어요.,2,,,
내일부터 운동을 해야겠어.,건강한 관리 하시길 바랄게요.,2,,,
다른 부동산 중개인을 알아볼 생각이야.,새로운 부동산 중개인은 좋은 분이시길 바랄게요.,2,,,
주변 사람들에게 금연 계획을 알리는 게 도움이 될까?,주변사람들에게 금연을 알리는 게 도움이 될지 고민이 되시는군요.,2,,,
이제부터라도 정신 바짝 차리고 경찰에 신고하러 가야지.,경찰에게 신고를 하러 갈 예정이군요.,2,,,
아내에게 가서 음악 감상을 하고 싶으니 조금만 조용히 해달라고 말해야겠어.,OO님의 응원으로 상황이 풀리면 좋겠어요.,2,,,
내 친구 괴롭히지 말라고 당당하게 말할 거야.,멋져요. 당신을 응원해요.,2,,,
엄마에게 시원하게 터놓고 말해야겠어. 엄마가 학교에 건의를 해주실 수 있을 거야.,엄마와의 대화를 통해 이런 상황을 해결할 수 있기를 바라요.,2,,,
나도 배울 만큼 배운 사람인데 반찬 가게를 한다는 게 남의 눈에 어떻게 보일지 그게 제일 걱정이야.,남의 눈치가 많이 보이시는군요. 그렇지만 본인의 재능을 알고 계시니까 좋은 결과 있길 응원할게요.,2,,,
모르겠어. 할 수 있는 게 없어.,무력감에 아무 생각도 안 나는 것 같아요.,2,,,
그 친구에 대해 아는 사람들을 다 수소문해 봐야겠어.,그 친구를 수소문해서 꼭 찾으시길 바라요.,2,,,
예전에 다녀온 여행 사진을 보며 마음을 좀 달래야겠어.,사진을 보면서 기분이 전환될 수 있었으면 좋겠어요.,2,,,
어쩜 가족이 나를 계속 벼랑 끝으로 몰 수 있을까?,저라도 너무 화나고 힘들 것 같습니다.,2,,,
내가 건강해져야 아내가 고생을 덜하지.,병상에 있어 아내분에게 미안함과 고마움이 크시군요.,2,,,
내가 원했던 생활이니까 더 즐겁게 잘 보내야지.,편안한 생활을 잘 보내시길 바라요.,2,,,
먼저 연극 연습을 하고 연극 데뷔 무대까지 올라가는 걸 목표로 하고 있어. 제일 하고 싶었던 일이거든.,멋지네요. 연극 무대에 올라가시면 뿌듯하시겠어요.,2,,,
생각보다 남들이 다른 사람에 대해 꽤 무관심하다는 걸 계속 생각하며 다니면 될 것 같아.,좋은 생각이에요. 남들의 시선을 덜 의식할 수 있게 되었으면 좋겠네요.,2,,,
어쩔 수 없지. 남들 놀아도 난 새 일을 찾아봐야지.,새 일자리를 구해서 재정 문제가 잘 해결되기를 바라요.,2,,,
모르겠어. 그냥 점점 마음이 지쳐가.,할 일이 생각나지 않을 정도로 지치셨군요.,2,,,
내가 빨리 완쾌 되는 것이 좋은 보답인 것 같아. 치료에 전념해야겠어.,병이 완쾌되길 바랄게요.,2,,,
오늘은 침을 넣었지만 앞으론 싫다고 얘기하려고.,대화로 순조롭게 풀리면 좋겠네요.,2,,,
비타민을 챙겨 먹어야겠어.,앞으로도 건강하셨으면 좋겠네요.,2,,,
다음부터는 다신 같은 실수를 하지 말아야지.,같은 실수를 반복하지 않으시려는군요.,2,,,
난 잘못한 것이 없으니까 당당했어. 이번에도 그때처럼 주눅 들지 않겠어.,주눅들지 않고 당당히 문제를 극복하길 바랄게요.,2,,,
펀드매니저에게 문의하니까 아직은 팔 때가 아니라고 두고 보자고 하더군.,펀드매니저는 기다리자고 하는 상황이군요.,2,,,
응. 이번에도 동호회에서 애인을 만들고 싶어.,혼자여서 불안한 마음을 동호회 활동을 통해 극복하려고 하시는군요.,2,,,
약속이 있다고 사실대로 말하고 늦지 않게 도착했었으니까 이번에도 그래야겠어.,사실대로 이야기하고 일이 잘 해결되었으면 좋겠어요.,2,,,
첫 도전은 언제나 두려운 마음도 생기는 것 같아.,첫 도전이라 두려우시군요.,2,,,
제일 친한 동료에게 내 마음을 털어놓고 어떻게 생각하는지 알아야겠어.,동료분들과 이야기 나누며 잘 푸시길 바랄게요.,2,,,
모르겠어. 누구에게 어떻게 얘기해야 할지. 너무 당황스러워.,당황스럽지만 누구에게 어떻게 얘기해야 할지 마음이 너무 힘드시네요.,2,,,
